Sample	Chromosome	Start.Position	End.Position	Num.markers	Seg.CN
PANYGR	2	0	48998998	6179	0.0169464200735092
PANYHH	2	15380356	20878562	690	0.221201673150063
PANYLS	2	15947530	16441339	59	1.49154579639435
PANYUG	2	10666752	17242566	804	0.117571197450161
PANZHT	2	13799957	90240473	8470	0.0125733865424991
PANZHU	2	15176420	16495629	159	1.46363651752472
PANZPV	2	0	46310563	5771	0.0016468818066641
PANZRV	2	11254095	23422507	1388	0.161142744123936
PANZVU	2	0	90240473	10379	-0.0706435889005661
PAPAKS	2	15876140	16465707	87	1.29831445217133
PAPBFP	2	15283658	29489606	1449	0.212509334087372
PAPBGH	2	13623908	22683377	1019	0.0315993428230286
PAPBJE	2	15692089	16431989	102	1.70763403177261
PAPBJT	2	0	17242566	2285	0.004875358659774
PAPBZI	2	11825208	28819786	1751	0.288573950529099
PAPCDN	2	10666752	17220246	799	0.054700493812561
PAPCHV	2	0	17229879	2284	0.203097991645336
PAPCTS	2	15219877	16396665	142	1.33054786920547
PAPEAV	2	0	47351745	5984	0.30634506046772
PAPEFE	2	14963592	16815949	239	-0.0727831125259399
PAPEVV	2	15713836	17173659	190	1.72167545557022
PAPGJR	2	15587975	16293836	94	1.0255206823349
PAPHGF	2	16061170	90240473	8225	0.0440523400902748
PAPHPE	2	3688311	17226642	1763	0.192533999681473
PAPHUV	2	8607251	58236231	6076	-0.138822831213474
PAPHWW	2	0	17092644	2274	0.0353944934904575
PAPICY	2	12801432	71101414	6874	0.116411108523607
PAPJLD	2	0	38658269	4803	0.0024000429548323
PAPKWN	2	12880378	16910940	436	1.1788284778595
PAPKXS	2	6551061	16364769	1271	0.296263307332993
PAPNEP	2	10202240	16219201	814	0.0949049554765224
PAPPKJ	2	0	50070784	6340	0.35275673866272
PAPPVR	2	5982457	90240473	9561	0.0007683477015234
PAPRTD	2	15004426	90240473	8545	0.0143533172085881
PAPRXW	2	15719656	16588342	128	0.62282782793045
PAPSEI	2	15926358	16173708	48	0.833488881587982
PAPSKM	2	11218148	23765685	1488	0.0307432748377323
PAPSMC	2	15756145	16465707	113	0.77375715970993
PAPSSE	2	6310448	20004303	1789	0.0022468718234449
PAPTCR	2	0	21255757	2877	-0.0202271826565266
PAPTIP	2	15646489	16444489	113	0.356935143470764
PAPTLD	2	0	30104684	3721	0.164741918444633
PAPTLY	2	13287309	17218931	434	0.980421751737595
PAPTMM	2	15815270	17259715	196	0.654807329177856
PAPUAR	2	6371499	29003796	2601	0.0288149528205395
PAPUEB	2	11375599	20932256	1198	-0.0103640286251903
PAPUJU	2	6175667	23765685	2235	0.0036636714357882
PAPUNH	2	15743991	16456125	111	0.90240752696991
PAPUTN	2	15763094	16651229	138	0.619044721126556
PAPWUC	2	0	90240473	10609	0.0433733090758324
PAPZFW	2	0	46363753	5927	0.0180756058543921
PAPZWS	2	15261537	16094004	108	0.712943196296692
PAPZYP	2	15919901	16721169	109	0.651079833507538
PARABN	2	15961422	16721169	92	0.55304753780365
PARACM	2	4326138	36399111	3925	0.024552796036005
PARAHE	2	13757129	19699642	683	0.171053066849709
PARASL	2	0	21641208	2900	0.128364332020283
PARDUJ	2	5846974	37939021	3980	0.0074300826527178
PARDVT	2	9775407	19081200	1210	0.162796884775162
PAREGK	2	11470483	18547505	834	0.16608077287674
PARFBW	2	13592207	19922630	738	0.164313569664955
PARGDJ	2	13584992	21648624	992	0.0035530306631699
PARGKK	2	0	35965907	4476	-0.0199961327016354
PARGUX	2	13594365	35377690	2488	0.022442203015089
PARHYL	2	13584992	43499731	3508	0.140962764620781
PARIKF	2	15627892	16892891	176	0.905819177627563
PARIKT	2	0	65737723	8166	0.0956414714455605
PARIRD	2	15336868	17224711	223	0.858056724071503
PARJAR	2	13593701	90240473	8681	0.0271885748952627
PARJTB	2	15646489	16465707	117	0.773772239685059
PARMFA	2	14581383	51646029	4681	-0.0059672459028661
PARMTT	2	13559239	17467627	448	0.283380746841431
PARNCW	2	0	56553284	7343	-0.0047561135143041
PARNEE	2	12893786	18072542	554	0.914232492446899
PARRBU	2	15899591	16503155	86	0.867315530776978
PARRBU	2	15904845	16503155	86	0.902370393276215
PARSBI	2	15501212	27842070	1246	0.0590386763215065
PARSEA	2	13584992	90240473	8680	0.008716280106455
PARSHT	2	12494264	16627560	473	0.886900842189789
PARSHT	2	12494264	16627560	473	0.873985528945923
PARSVF	2	0	89125131	10495	0.0144407041370869
PARTRP	2	0	89125131	10509	0.0136661622673273
PARUCL	2	0	43168447	5339	0.157876461744308
PARURB	2	4632470	16785742	1631	0.187477678060532
PARUTJ	2	0	89125131	10514	0.0073420563712716
PARUTX	2	16076014	17464605	163	0.745304524898529
PARUXY	2	0	87079239	10530	0.051292123273015
PARVLK	2	0	65158745	8098	-0.0362564641982317
PARVME	2	13593701	77273110	7612	-0.0136552765034139
PARVRR	2	13248419	16947524	415	0.0335785299539566
PARVWL	2	0	77202915	9435	0.0660732761025429
PARXLM	2	5727170	30104684	2918	0.0096279135905206
PARXXC	2	0	33929070	4188	0.224585063755512
PARXZR	2	2934954	25825445	2815	0.122450262308121
PARYSR	2	15375471	17038755	210	0.705191284418106
PARYVD	2	15960568	16118079	23	0.865032970905304
PARZZC	2	0	89125131	10511	0.0121751939877868
PARZZD	2	10570546	17431560	858	0.804066389799118
PASATK	2	16007967	19581654	412	0.0586769059300423
PASAZJ	2	2158964	59435179	7342	0.19045127928257
PASAZZ	2	0	89125131	10507	0.0377748683094978
PASBEN	2	13593701	16118533	288	0.0130743198096752
PASBMW	2	13020129	16542344	377	0.83426958322525
PASCKI	2	12341978	35935258	2689	0.0120539404451847
PASCLP	2	16047500	16441339	45	0.763221859931946
PASCUF	2	13616948	19699642	707	0.309188097715378
PASCWD	2	15756145	16793465	152	0.779270023107529
PASDZJ	2	0	90247720	10610	0.0658088736236095
PASEJZ	2	15796777	16758767	143	0.644299745559692
PASESX	2	0	43463566	5376	0.0861341767013073
PASFDM	2	15812576	16489615	104	0.828693896532059
PASFDU	2	826230	89125131	10419	0.242957755923271
PASFKX	2	0	16098206	2197	0.17425249516964
PASFRV	2	0	30708185	3809	0.171864166855812
PASGEE	2	0	38336499	4823	0.0129041550680995
PASGKP	2	0	89125131	10493	-0.0219248589128256
PASGPY	2	13584992	16604106	345	0.135489106178284
PASGRL	2	0	44444742	5498	0.166063979268074
PASJYB	2	15405681	16441339	124	0.914566814899445
PASKJX	2	4213738	59589205	6991	0.0034605183172971
PASKKZ	2	15864319	17508656	211	0.91007399559021
PASKSR	2	13740526	16386320	289	0.770827293395996
PASLCD	2	15947530	72254804	6787	0.187011495232582
PASLGS	2	13599146	87506939	8603	0.159799337387085
PASLRM	2	0	87456000	10435	-0.0066033988259732
PASLXS	2	15243943	16293836	134	0.749824434518814
PASMET	2	15463496	16879016	180	0.801296651363373
PASMJG	2	0	28152421	3399	-0.0018627361860126
PASMNT	2	13248419	59618498	5697	0.0070810234174132
PASMPT	2	15300551	18502005	362	0.62445729970932
PASPDJ	2	15627892	16917060	180	0.663779705762863
PASPGB	2	15983398	16564745	69	0.828590393066406
PASPXU	2	0	25536163	3196	0.0266050342470407
PASRII	2	0	16848440	2292	-0.0056757279671728
PASSEC	2	2453730	85399078	9953	0.120045110583305
PASSFV	2	15782761	16642426	136	0.820234030485153
PASTGD	2	15853723	16599281	109	0.743408560752869
PASTNT	2	0	76295920	9318	0.0047648062463849
PASTVA	2	16030397	17165848	135	0.802340090274811
PASUBM	2	14321679	16542344	253	0.841275095939636
PASUEA	2	15646489	16902324	178	0.961974143981934
PASUMG	2	15283658	16456125	145	0.491093933582306
PASUTC	2	15970621	16293836	40	0.967209011316299
PASVCK	2	0	25536163	3186	0.0076721743680536
PASVUB	2	0	89125131	10508	-0.0039462875574827
PASWCY	2	15669721	17020388	191	0.835728704929352
PASWFB	2	16047500	16465707	50	0.918861925601959
PASWSZ	2	0	21222377	2852	0.170180469751358
PASXGP	2	7642322	41355331	4063	0.0229047816246748
PASXRJ	2	6740603	29414551	2590	0.0022955348249524
PASYIP	2	15646489	20071637	551	0.822618901729584
PASYYM	2	15788477	16525432	114	0.695924371480942
PASZGB	2	0	16098206	2194	0.0225627720355988
PASZPI	2	14594845	17587887	350	0.669503092765808
PASZVK	2	0	59152321	7466	0.0337697025388479
PASZYY	2	15719656	16834132	165	0.476982891559601
PATCDJ	2	15304428	17675392	268	0.618985891342163
PATCEM	2	15833618	16219201	78	0.5498006939888
PATDFU	2	16007967	16449101	52	0.826484948396683
PATDWN	2	15944823	17045927	146	0.967237561941147
PATDXG	2	16012070	16600828	71	0.785473763942719
PATEKG	2	11771598	16475836	575	0.023082859814167
PATEUC	2	0	89125131	10514	-0.0087857148610055
PATEXL	2	15841632	16449101	94	0.835696697235107
PATFES	2	11849425	16834132	606	0.165222138166428
PATFTN	2	0	25036116	3158	0.167051084339619
PATGRG	2	13596521	16542344	329	0.83197033405304
PATHYD	2	0	89125131	10500	0.12497428432107
PATIHB	2	15501212	17063794	201	0.883042931556702
PATIIJ	2	0	29626324	3595	0.0163955111056566
PATINJ	2	2041992	90247720	10388	-0.0015146362129598
PATISU	2	14246360	16577282	268	0.716656237840652
PATIWH	2	15993437	16098206	12	0.716668456792831
PATJHU	2	0	62462863	7852	0.244867026805878
PATJIN	2	0	19118441	2566	0.173101730644703
PATJZF	2	15808286	16577282	121	0.709242343902588
PATKHS	2	14693153	89125131	8547	0.0462964288890362
PATKIR	2	0	44038483	5493	0.0391535758972168
PATKPD	2	15646489	16947105	186	0.954370379447937
PATKPR	2	15889222	16748950	121	0.741489052772522
PATKSX	2	0	90240473	10593	-0.0356475524604321
PATKUK	2	15296533	16536502	150	0.765012681484222
PATLCM	2	11110552	33521420	2545	0.167064681649208
PATLKI	2	15951478	43959294	3286	0.174723409116268
PATLLI	2	15913270	16408635	72	0.649153083562851
PATMFL	2	15939746	16164533	39	0.721937417984009
PATMPC	2	0	49607905	6420	0.0521611832082272
PATMRZ	2	0	20496759	2763	0.0089550036936998
PATMSR	2	15714762	16986394	187	0.803629100322723
PATMXC	2	0	32865102	4035	0.101296804845333
PATNCI	2	15188411	33188554	1983	0.132052361965179
PATNEA	2	0	51926621	6727	0.113363318145275
PATNGD	2	0	46278504	5895	0.0676481053233147
PATNPW	2	15352484	16810157	180	0.56445437669754
PATNRI	2	0	90240473	10601	0.0013863766798749
PATPET	2	0	89125131	10598	0.0088807600550353
PATPFG	2	14445888	17020388	311	0.115335367619991
PATPPK	2	0	46808147	6013	0.153097733855247
PATPPU	2	0	60733065	7717	0.297625988721848
PATPXJ	2	0	37805890	4764	0.108634453266859
PATPYK	2	15627892	16456125	117	0.79463130235672
PATRGW	2	0	89125131	10590	0.0121227283962071
PATRHD	2	0	49607905	6411	0.0761883407831192
PATRJG	2	0	50432107	6519	0.146125584840775
PATRMB	2	15905756	16767564	119	0.839614570140839
PATRXC	2	16032658	16435992	45	0.711706757545471
PATSDR	2	15053766	16431989	176	0.863384932279587
PATSKE	2	0	16293836	2241	0.0924806892871857
PATSPZ	2	15108092	16396665	163	0.630064249038696
PATSRD	2	15046513	17346783	288	0.887754201889038
PATSVA	2	15587975	17340791	222	0.736028611660004
PATSXC	2	4599268	18117124	1773	0.449143767356873
PATTDY	2	0	19118441	2566	0.0170206679031253
PATTHA	2	0	90240473	10606	0.0031912354752421
PATTMM	2	14870324	16545800	206	0.852281153202057
PATTNA	2	9807767	61063024	6385	0.0029703842010349
PATTPC	2	15692089	16804319	160	0.926737427711487
PATTPL	2	15777030	16252300	94	0.62589767575264
PATTPW	2	13440849	19103162	639	0.0561314970254898
PATUEH	2	0	21456900	2896	0.170354053378105
PATUNZ	2	14904450	17449431	312	0.638775199651718
PATUVB	2	0	90240473	10600	-0.0085400436073541
PATUWE	2	15711706	17458583	232	0.758495360612869
PATUWG	2	3471387	46354648	5401	0.111840181052685
PATVDI	2	0	90240473	10597	-0.172520324587822
PATVDP	2	15826318	16834132	153	0.720098912715912
PATVGK	2	15836738	17272546	197	0.744404911994934
PATVHB	2	0	23256151	3045	0.151467025279999
PATVJX	2	15855486	16107460	49	0.699677288532257
PATVNW	2	9742292	18297029	1111	0.234244346618652
PATVSU	2	0	89125131	10591	-0.0115245245397091
PATVTL	2	16071083	16651229	71	0.652387857437134
PATVWA	2	0	49537589	6407	-0.0082217007875442
PATVZB	2	16007967	17346783	157	0.768992185592651
PATWDW	2	0	89125131	10602	-0.0001872525899671
PATWGC	2	0	27463375	3333	0.0900004580616951
PATWTW	2	13460067	16748950	364	0.520184457302094
PATXDV	2	15615157	16423747	111	0.705469012260437
PATXHC	2	0	81732299	10096	0.0156773393973708
PATXHT	2	0	29512077	3588	0.14355356991291
PATXHW	2	0	89125131	10605	0.0357897207140923
PATXKG	2	14729565	17477870	326	0.623011887073517
PATXUG	2	0	29567420	3610	0.0097745023667812
PATXWS	2	15587975	17116910	203	0.729463160037994
PATXXF	2	16071083	18232612	233	0.0689104646444321
PATXXI	2	11813389	17510152	684	0.142685554921627
PATXYA	2	15938149	16600828	88	0.808443278074265
PATYBZ	2	0	46314208	5903	-0.0114663001149893
PATYCM	2	14729565	16207429	185	0.71990567445755
PATYDC	2	8675885	21596705	1663	0.231955051422119
PATYEJ	2	6579051	89125131	9640	-0.0152075998485088
PATYMK	2	13321309	17370852	448	0.182283543050289
PATYMS	2	0	89125131	10580	0.0248271999880672
PATYPH	2	0	89125131	10585	0.0458578951656818
PATYWM	2	15668413	16431989	109	0.79047292470932
PATYWX	2	0	46312391	5888	0.111612979322672
PATZBH	2	9831040	46316382	4531	0.0147972414270043
PATZRU	2	0	89125131	10599	0.151123970746994
PAUAHC	2	15796777	16796068	151	0.76719456911087
PAUAIN	2	0	89125131	10579	0.001256336690858
PAUAKT	2	0	90240473	10602	0.0270464308559895
PAUATG	2	0	89125131	10587	-0.0109770400449634
PAUAZA	2	0	89125131	10589	0.0338852815330029
PAUBDC	2	15825495	90240473	8434	-0.0008779063064139
PAUBEC	2	0	90240473	10594	-0.0333419796079397
PAUBFU	2	0	89125131	10601	0.0110503379255533
PAUBGW	2	15926358	16669571	104	0.877001106739044
PAUBHV	2	0	43075225	5355	0.0334065817296505
PAUBSW	2	13133120	16917060	418	0.846466302871704
PAUBVN	2	13321309	89125131	8680	0.0617529675364494
PAUBWP	2	0	89125131	10585	0.0122543163597584
PAUCFI	2	14886938	17442494	313	0.664911270141602
PAUCGP	2	0	76277230	9405	0.0354577004909515
PAUCKF	2	15176420	16525432	167	0.716643929481506
PAUCRL	2	0	52058879	6762	-0.0107913040556014
PAUDDS	2	0	78696340	9665	0.0023736616130918
PAUDFR	2	10562648	18148091	932	-0.0040167574770748
PAUDIK	2	0	89125131	10584	-0.0255835363641381
PAUDMU	2	11639466	27852060	1708	-0.0062065564561635
PAUELT	2	12229311	31805671	2238	0.192654050886631
PAUEZU	2	0	89125131	10594	-0.0154305752366781
PAUFFP	2	1391070	90240473	10453	-0.0067078499123454
PAUFKX	2	0	89125131	10575	-0.0073288455605506
PAUFPG	2	15639301	16465707	118	0.719535946846008
PAUFUS	2	13070596	38177943	2946	0.224946916103363
PAUGRP	2	15806046	16797472	150	0.704915761947632
PAUHFW	2	0	89125131	10607	0.0053529352881014
PAUHYY	2	0	90240473	10602	-0.0043444863986223
PAUJLH	2	15894799	16512097	84	0.743984401226044
PAUKAP	2	15944823	16386320	55	0.762617230415344
PAUKLK	2	15895989	16465707	86	0.746896654367447
PAULMT	2	7647831	39741203	3847	0.0433489941060543
PAULNF	2	0	90240473	10605	0.0067192749120295
PAUMMZ	2	15715998	17277638	214	0.817739456892014
PAUNTY	2	13652093	16386320	306	0.67100727558136
PAUNWR	2	0	90240473	10578	0.0725266225636005
PAUPDY	2	0	90240473	10604	0.0178855126723647
PAUPGV	2	14709078	89125131	8536	0.142980359494686
PAUPRN	2	0	89125131	10577	0.0002128750056726
PAURGD	2	0	89125131	10596	-0.002105776569806
PAURPL	2	11322076	17772400	740	0.132183596491814
PAURPZ	2	15869627	16438631	86	0.684676378965378
PAURZH	2	0	25845446	3247	0.161759793758392
PAUSFW	2	16032645	16512097	55	0.737045526504517
PAUSJB	2	0	89125131	10604	0.0013452083803713
PAUSPJ	2	0	20154269	2714	0.121978744864464
PAUTLP	2	15765489	16547719	120	0.832208871841431
